tokenid,ownerId,eventId,created
5737063,0xf6b6f07862a02c85628b3a9688beae07fea9c863,67229,1665491330
5737064,0xfa731c3f64bf97f528292b137faf0abb14da3b42,67246,1665491335
5737065,0x5a384227b65fa093dec03ec34e111db80a040615,67246,1665491340
5737069,0xfa731c3f64bf97f528292b137faf0abb14da3b42,67451,1665491365
5737070,0xf6b6f07862a02c85628b3a9688beae07fea9c863,74024,1665491365
5737071,0x5a384227b65fa093dec03ec34e111db80a040615,67566,1665491375
5737072,0xf6b6f07862a02c85628b3a9688beae07fea9c863,70679,1665491385
5737073,0x04c0cd38b8c203b14ef2b7b8d736d69b938aff71,67451,1665491385
5737075,0xf6b6f07862a02c85628b3a9688beae07fea9c863,69649,1665491410
5737077,0x04c0cd38b8c203b14ef2b7b8d736d69b938aff71,67246,1665491420
5737080,0x225f137127d9067788314bc7fcc1f36746a3c3b5,74423,1665491460
5737081,0x5a384227b65fa093dec03ec34e111db80a040615,74548,1665491465
5737082,0x0b08da7068b73a579bd5e8a8290ff8afd37bc32a,74548,1665491475
5737083,0x0d59d0f7dcc0fbf0a3305ce0261863aaf7ab685c,74548,1665491490
5737084,0x64185546e4c912f4b0d2488b9160056c0d9a82f1,74423,1665491490
5737085,0xb8c2c29ee19d8307cb7255e1cd9cbde883a267d5,74423,1665491490
5737087,0xf6b6f07862a02c85628b3a9688beae07fea9c863,74423,1665491490
5737088,0x04c0cd38b8c203b14ef2b7b8d736d69b938aff71,67156,1665491495
5737089,0x5a384227b65fa093dec03ec34e111db80a040615,74423,1665491510
5737090,0xb8c2c29ee19d8307cb7255e1cd9cbde883a267d5,67566,1665491510
5737091,0x04c0cd38b8c203b14ef2b7b8d736d69b938aff71,74424,1665491515
5737093,0xaf26f7c6bf453e2078f08953e4b28004a2c1e209,74423,1665491535
5737094,0x3bdcd88a9639f85818ed5a35e2abf6292d9b0377,70679,1665491575
5737095,0x0d59d0f7dcc0fbf0a3305ce0261863aaf7ab685c,74405,1665491590
5737097,0x3bdcd88a9639f85818ed5a35e2abf6292d9b0377,67156,1665491615
5737098,0x04c0cd38b8c203b14ef2b7b8d736d69b938aff71,74548,1665491630
5737099,0x0b08da7068b73a579bd5e8a8290ff8afd37bc32a,74423,1665491635
5737100,0x3bdcd88a9639f85818ed5a35e2abf6292d9b0377,74024,1665491635
5737101,0xaf26f7c6bf453e2078f08953e4b28004a2c1e209,74405,1665491650
5737102,0xf6b6f07862a02c85628b3a9688beae07fea9c863,67566,1665491650
5737106,0x3bdcd88a9639f85818ed5a35e2abf6292d9b0377,67451,1665491670
5737107,0x5a384227b65fa093dec03ec34e111db80a040615,74405,1665491670
5737110,0xfa731c3f64bf97f528292b137faf0abb14da3b42,74423,1665491710
5737111,0x3bdcd88a9639f85818ed5a35e2abf6292d9b0377,74548,1665491750
5737113,0xf6b6f07862a02c85628b3a9688beae07fea9c863,74405,1665491750
5737115,0x3bdcd88a9639f85818ed5a35e2abf6292d9b0377,67229,1665491820
5737116,0x3f22f740d41518f5017b76eed3a63eb14d2e1b07,67451,1665491830
5737119,0x3bdcd88a9639f85818ed5a35e2abf6292d9b0377,74423,1665491855
5737121,0xc9e30d0db2637541a7ebcc0dfa0741c798bcdcd5,70679,1665491870
5737124,0xa53a6fe2d8ad977ad926c485343ba39f32d3a3f6,74423,1665491915
5737131,0xf6b6f07862a02c85628b3a9688beae07fea9c863,67246,1665491970
5737132,0x9179cf75f37ceb03bc7ebd2ad0660933308a8cb4,74423,1665491975
5737134,0xa53a6fe2d8ad977ad926c485343ba39f32d3a3f6,67229,1665491990
5737136,0x5a384227b65fa093dec03ec34e111db80a040615,67782,1665492005
5737137,0x64185546e4c912f4b0d2488b9160056c0d9a82f1,70679,1665492005
5737138,0xfa731c3f64bf97f528292b137faf0abb14da3b42,74548,1665492010
5737139,0x0d59d0f7dcc0fbf0a3305ce0261863aaf7ab685c,74424,1665492015
5737141,0x9179cf75f37ceb03bc7ebd2ad0660933308a8cb4,67451,1665492025
5737142,0x9179cf75f37ceb03bc7ebd2ad0660933308a8cb4,67229,1665492050
5737144,0x9179cf75f37ceb03bc7ebd2ad0660933308a8cb4,74024,1665492055
5737149,0x3f22f740d41518f5017b76eed3a63eb14d2e1b07,74423,1665492085
5737151,0xa53a6fe2d8ad977ad926c485343ba39f32d3a3f6,67451,1665492105
5737162,0xa53a6fe2d8ad977ad926c485343ba39f32d3a3f6,67156,1665492230
5737163,0x301a4dd61159c0d21d3921950dd41895048f3674,74423,1665492230
5737173,0x0d59d0f7dcc0fbf0a3305ce0261863aaf7ab685c,70679,1665492370
5737197,0x9179cf75f37ceb03bc7ebd2ad0660933308a8cb4,67566,1665492710
5737198,0xa53a6fe2d8ad977ad926c485343ba39f32d3a3f6,67566,1665492710
5737199,0x04c0cd38b8c203b14ef2b7b8d736d69b938aff71,67782,1665492715
5737200,0x9179cf75f37ceb03bc7ebd2ad0660933308a8cb4,67246,1665492715
5737202,0xa53a6fe2d8ad977ad926c485343ba39f32d3a3f6,67246,1665492770
5737209,0xfa731c3f64bf97f528292b137faf0abb14da3b42,67782,1665492860
5737210,0x64defa36cd321a44adddad64414a9060d1d98599,74423,1665492870
5737213,0x64defa36cd321a44adddad64414a9060d1d98599,67451,1665492895
5737214,0x5a384227b65fa093dec03ec34e111db80a040615,69306,1665492900
5737215,0x64defa36cd321a44adddad64414a9060d1d98599,74024,1665492930
5737216,0xaf26f7c6bf453e2078f08953e4b28004a2c1e209,69306,1665492930
5737217,0x5a384227b65fa093dec03ec34e111db80a040615,73650,1665492940
5737219,0x616c27af6c2c19af916f0c75006229bd16230d69,74423,1665492950
5737220,0x616c27af6c2c19af916f0c75006229bd16230d69,70679,1665492965
5737223,0x64defa36cd321a44adddad64414a9060d1d98599,69306,1665492975
5737224,0x0d59d0f7dcc0fbf0a3305ce0261863aaf7ab685c,73650,1665492990
5737225,0xaf26f7c6bf453e2078f08953e4b28004a2c1e209,73650,1665492995
5737228,0x616c27af6c2c19af916f0c75006229bd16230d69,74024,1665493015
5737231,0x225f137127d9067788314bc7fcc1f36746a3c3b5,73650,1665493075
5737232,0x616c27af6c2c19af916f0c75006229bd16230d69,67229,1665493075
5737234,0x616c27af6c2c19af916f0c75006229bd16230d69,67451,1665493090
5737236,0x6182c49f4a219fc0a1d1930d6a14de2c5c32e68e,67782,1665493110
5737237,0x616c27af6c2c19af916f0c75006229bd16230d69,74424,1665493130
5737238,0x616c27af6c2c19af916f0c75006229bd16230d69,69649,1665493145
5737240,0x616c27af6c2c19af916f0c75006229bd16230d69,74544,1665493155
5737241,0x0b08da7068b73a579bd5e8a8290ff8afd37bc32a,73650,1665493170
5737242,0xda0dce962ff7a4c0db2d97909bacf0545e33fdb1,73650,1665493170
5737244,0x3f22f740d41518f5017b76eed3a63eb14d2e1b07,74548,1665493190
5737245,0x301a4dd61159c0d21d3921950dd41895048f3674,67566,1665493190
5737247,0x04c0cd38b8c203b14ef2b7b8d736d69b938aff71,69792,1665493205
5737250,0x3d9456ad6463a77bd77123cb4836e463030bfab4,67451,1665493290
5737251,0xda0dce962ff7a4c0db2d97909bacf0545e33fdb1,70679,1665493295
5737252,0x3970b226569a391c5446b9c68445d57f3e9d06e3,74423,1665493300
5737253,0x0d59d0f7dcc0fbf0a3305ce0261863aaf7ab685c,74544,1665493305
5737257,0x616c27af6c2c19af916f0c75006229bd16230d69,69260,1665493380
5737258,0x225f137127d9067788314bc7fcc1f36746a3c3b5,69260,1665493385
5737260,0xda0dce962ff7a4c0db2d97909bacf0545e33fdb1,74424,1665493415
5737261,0x5a384227b65fa093dec03ec34e111db80a040615,69260,1665493415
5737262,0x64185546e4c912f4b0d2488b9160056c0d9a82f1,74544,1665493430
5737265,0xf6b6f07862a02c85628b3a9688beae07fea9c863,72485,1665493430
5737267,0xda0dce962ff7a4c0db2d97909bacf0545e33fdb1,69260,1665493450
5737268,0x3d9456ad6463a77bd77123cb4836e463030bfab4,74544,1665493455
5737269,0x616c27af6c2c19af916f0c75006229bd16230d69,67421,1665493475
5737270,0x3d9456ad6463a77bd77123cb4836e463030bfab4,70679,1665493490
5737271,0x0d59d0f7dcc0fbf0a3305ce0261863aaf7ab685c,69260,1665493495
5737272,0xcef0b1bbec22edc3d07eac2f5f1053359a96a5e2,73650,1665493495
5737277,0xf6b6f07862a02c85628b3a9688beae07fea9c863,69260,1665493530
5737278,0xcef0b1bbec22edc3d07eac2f5f1053359a96a5e2,74024,1665493545
5737279,0x3d9456ad6463a77bd77123cb4836e463030bfab4,72485,1665493545
5737280,0x5a384227b65fa093dec03ec34e111db80a040615,67421,1665493550
5737281,0xcef0b1bbec22edc3d07eac2f5f1053359a96a5e2,67451,1665493570
5737282,0xaf26f7c6bf453e2078f08953e4b28004a2c1e209,67421,1665493580
5737283,0x3f22f740d41518f5017b76eed3a63eb14d2e1b07,69260,1665493580
5737287,0x64defa36cd321a44adddad64414a9060d1d98599,74441,1665493665
5737288,0xcef0b1bbec22edc3d07eac2f5f1053359a96a5e2,67156,1665493675
5737289,0xf6b6f07862a02c85628b3a9688beae07fea9c863,67644,1665493685
5737291,0x3d9456ad6463a77bd77123cb4836e463030bfab4,67644,1665493700
5737292,0xa322bd417154d04d5704952e550288f0f91044bd,74441,1665493705
5737293,0xa270f5649a42fedfe66ddb3b0b50bebae1e3ddb0,69260,1665493710
5737294,0x225f137127d9067788314bc7fcc1f36746a3c3b5,71013,1665493715
5737296,0x40f9bf922c23c43acdad71ab4425280c0ffbd697,72485,1665493740
5737297,0x3f22f740d41518f5017b76eed3a63eb14d2e1b07,74555,1665493740
5737298,0x0e76d3bcbd5a96c9cbdb96e8ce9dba44384cd3af,67229,1665493745
5737300,0x64defa36cd321a44adddad64414a9060d1d98599,69260,1665493775
5737301,0xaf26f7c6bf453e2078f08953e4b28004a2c1e209,71013,1665493780
5737302,0x3d9456ad6463a77bd77123cb4836e463030bfab4,69306,1665493785
5737304,0x3d9456ad6463a77bd77123cb4836e463030bfab4,74441,1665493805
5737305,0xf324a3a4c3f6b7fa498d49f663e3f9adb58a8064,67566,1665493805
5737306,0xa322bd417154d04d5704952e550288f0f91044bd,69260,1665493805
5737307,0xc7054d9500e9ee1ad7bf245bbdb5eaa112a81737,67566,1665493815
5737308,0x4f25ca0d0564a68932b681ab885cf375d8d93c46,74423,1665493815
5737311,0x71891d3f22f80d2cd8e8697fc77cfb3166357217,67566,1665493830
5737313,0xa322bd417154d04d5704952e550288f0f91044bd,69306,1665493850
5737314,0x616c27af6c2c19af916f0c75006229bd16230d69,68449,1665493850
5737318,0x616c27af6c2c19af916f0c75006229bd16230d69,67697,1665493865
5737320,0x4f25ca0d0564a68932b681ab885cf375d8d93c46,73650,1665493870
5737322,0x616c27af6c2c19af916f0c75006229bd16230d69,73650,1665493890
5737323,0xd33f6e443d5277e7a0040672885358e22e1e7356,67566,1665493900
5737324,0x4f25ca0d0564a68932b681ab885cf375d8d93c46,67697,1665493900
5737325,0x0e76d3bcbd5a96c9cbdb96e8ce9dba44384cd3af,71013,1665493925
5737326,0x616c27af6c2c19af916f0c75006229bd16230d69,70018,1665493925
5737328,0x68d36dcbdd7bbf206e27134f28103abe7cf972df,74423,1665493935
5737329,0x616c27af6c2c19af916f0c75006229bd16230d69,67698,1665493955
5737330,0x9f01e237fb9232140e312935f5581d3d99bdd56f,73650,1665493955
5737332,0x68d36dcbdd7bbf206e27134f28103abe7cf972df,73650,1665493965
5737333,0x4f25ca0d0564a68932b681ab885cf375d8d93c46,68449,1665493965
5737334,0x6a19891e91a3d4d690cc8f9627290d25bfd34df6,69649,1665493970
5737336,0x9f01e237fb9232140e312935f5581d3d99bdd56f,70018,1665493975
5737337,0x5a384227b65fa093dec03ec34e111db80a040615,67698,1665494000
5737339,0x616c27af6c2c19af916f0c75006229bd16230d69,72567,1665494010
5737340,0xfdf6576e21641a65bccea63b576b3d29ffc2d12f,74423,1665494015
5737341,0x40f9bf922c23c43acdad71ab4425280c0ffbd697,69945,1665494015
5737343,0x4d06bd93d38226c6b00c59a3525145cbf112b6e1,74423,1665494020
5737346,0xae95f7e7fb2fcf86148ef832faed2752ae5a358a,74423,1665494040
5737348,0x68d36dcbdd7bbf206e27134f28103abe7cf972df,67451,1665494050
5737350,0x4d06bd93d38226c6b00c59a3525145cbf112b6e1,73650,1665494075
5737351,0x523d007855b3543797e0d3d462cb44b601274819,74555,1665494075
5737352,0x225f137127d9067788314bc7fcc1f36746a3c3b5,71706,1665494090
5737353,0x40f9bf922c23c43acdad71ab4425280c0ffbd697,74555,1665494090
5737354,0xcca02de5372cb0caac425543487789eef5d17fb5,70679,1665494095
5737355,0x523d007855b3543797e0d3d462cb44b601274819,69945,1665494105
5737356,0x616c27af6c2c19af916f0c75006229bd16230d69,67566,1665494115
5737358,0x04c0cd38b8c203b14ef2b7b8d736d69b938aff71,73650,1665494120
5737360,0x0423ce57e06b9299b2fac39152c6e37afc812fdb,71013,1665494125
5737361,0x11dc744f9b69b87a1eb19c3900e0ff85b6853990,70679,1665494125
5737362,0x5a384227b65fa093dec03ec34e111db80a040615,71706,1665494135
5737363,0x77fb4fa1aba92576942ad34bc47834059b84e693,74423,1665494150
5737364,0xfa731c3f64bf97f528292b137faf0abb14da3b42,67644,1665494150
5737365,0x22c7a94d44aeafac088454749d3f02a5c239a716,74423,1665494150
5737367,0x5a384227b65fa093dec03ec34e111db80a040615,72563,1665494155
5737370,0xfd37f4625ca5816157d55a5b3f7dd8dd5f8a0c2f,74423,1665494165
5737371,0xcf39bc62608a1c483a9c51c136fee41a60f4b4fc,70679,1665494170
5737372,0xa270f5649a42fedfe66ddb3b0b50bebae1e3ddb0,67246,1665494185
5737373,0xf6b6f07862a02c85628b3a9688beae07fea9c863,67740,1665494185
5737374,0xfdf6576e21641a65bccea63b576b3d29ffc2d12f,73650,1665494190
5737375,0x616c27af6c2c19af916f0c75006229bd16230d69,71706,1665494195
5737377,0x5a384227b65fa093dec03ec34e111db80a040615,73051,1665494195
5737378,0x22c7a94d44aeafac088454749d3f02a5c239a716,67451,1665494205
5737379,0xae95f7e7fb2fcf86148ef832faed2752ae5a358a,74548,1665494210
5737380,0x616c27af6c2c19af916f0c75006229bd16230d69,73051,1665494210
5737381,0x225f137127d9067788314bc7fcc1f36746a3c3b5,73433,1665494210
5737383,0x225f137127d9067788314bc7fcc1f36746a3c3b5,71953,1665494210
5737384,0x77fb4fa1aba92576942ad34bc47834059b84e693,67451,1665494225
5737385,0x68d36dcbdd7bbf206e27134f28103abe7cf972df,74548,1665494225
5737386,0x6afbbc5e6afcb251371711a6551e60ead2779dc0,72563,1665494225
5737387,0x22c7a94d44aeafac088454749d3f02a5c239a716,73650,1665494230
5737388,0x225f137127d9067788314bc7fcc1f36746a3c3b5,72386,1665494235
5737389,0x3335cc8bda40fb5a5f8db1d0011dec98728d81e1,74024,1665494235
5737392,0x616c27af6c2c19af916f0c75006229bd16230d69,72563,1665494240
5737395,0x4f25ca0d0564a68932b681ab885cf375d8d93c46,73051,1665494255
5737396,0xfa731c3f64bf97f528292b137faf0abb14da3b42,67740,1665494255
5737397,0x5a384227b65fa093dec03ec34e111db80a040615,73433,1665494260
5737399,0xfdf6576e21641a65bccea63b576b3d29ffc2d12f,71706,1665494265
5737400,0xae95f7e7fb2fcf86148ef832faed2752ae5a358a,67246,1665494265
5737401,0x77fb4fa1aba92576942ad34bc47834059b84e693,71953,1665494265
5737402,0x6d400235861c534855ac28cfbdf039187c63a6c1,70679,1665494265
5737405,0x22c7a94d44aeafac088454749d3f02a5c239a716,67697,1665494270
5737406,0x7ed27ab6ce44b19e2c1ee1317b836d4dec1fd7ae,70679,1665494270
5737407,0x225f137127d9067788314bc7fcc1f36746a3c3b5,74519,1665494275
5737408,0x6afbbc5e6afcb251371711a6551e60ead2779dc0,73650,1665494275
5737409,0xfd37f4625ca5816157d55a5b3f7dd8dd5f8a0c2f,73433,1665494300
5737410,0x142bc6117a21556331e488c8a5ae075e57de0802,72386,1665494300
5737411,0x77fb4fa1aba92576942ad34bc47834059b84e693,70018,1665494300
5737413,0xca72c93172ba6eff168e59e7f17c3c7a8fea9b62,71013,1665494300
5737414,0x616c27af6c2c19af916f0c75006229bd16230d69,71953,1665494310
5737415,0x77fb4fa1aba92576942ad34bc47834059b84e693,73650,1665494310
5737416,0x6d400235861c534855ac28cfbdf039187c63a6c1,67697,1665494310
5737417,0xfd37f4625ca5816157d55a5b3f7dd8dd5f8a0c2f,70018,1665494315
5737418,0x616c27af6c2c19af916f0c75006229bd16230d69,73433,1665494330
5737419,0x6a19891e91a3d4d690cc8f9627290d25bfd34df6,74423,1665494330
5737420,0x68d36dcbdd7bbf206e27134f28103abe7cf972df,72567,1665494330
5737421,0x225f137127d9067788314bc7fcc1f36746a3c3b5,67437,1665494330
5737422,0xae95f7e7fb2fcf86148ef832faed2752ae5a358a,67740,1665494330
5737423,0x5a384227b65fa093dec03ec34e111db80a040615,74519,1665494330
5737424,0xfd37f4625ca5816157d55a5b3f7dd8dd5f8a0c2f,73650,1665494335
5737425,0x6afbbc5e6afcb251371711a6551e60ead2779dc0,73051,1665494335
5737426,0x7ed27ab6ce44b19e2c1ee1317b836d4dec1fd7ae,67697,1665494340
5737427,0x22c7a94d44aeafac088454749d3f02a5c239a716,72563,1665494340
5737428,0x616c27af6c2c19af916f0c75006229bd16230d69,74415,1665494340
5737429,0x11dc744f9b69b87a1eb19c3900e0ff85b6853990,67451,1665494340
5737431,0x225f137127d9067788314bc7fcc1f36746a3c3b5,67337,1665494350
5737432,0x616c27af6c2c19af916f0c75006229bd16230d69,67337,1665494375
5737433,0x6a19891e91a3d4d690cc8f9627290d25bfd34df6,73650,1665494375
5737434,0xa7b301f741bed2bb89492c58074c785623e11265,67437,1665494385
5737435,0x9eddfe3a95aa77e4f6509927de67bb1eaae3b382,74423,1665494385
5737436,0x5a384227b65fa093dec03ec34e111db80a040615,74415,1665494390
5737438,0x4f25ca0d0564a68932b681ab885cf375d8d93c46,67437,1665494405
5737439,0x64185546e4c912f4b0d2488b9160056c0d9a82f1,74550,1665494415
5737441,0x225f137127d9067788314bc7fcc1f36746a3c3b5,67594,1665494420
5737442,0x6afbbc5e6afcb251371711a6551e60ead2779dc0,67451,1665494425
5737443,0xf5f93c07719d81a6cd366670a66b52d33f31336d,67451,1665494430
5737444,0x0d59d0f7dcc0fbf0a3305ce0261863aaf7ab685c,74519,1665494450
5737445,0x616c27af6c2c19af916f0c75006229bd16230d69,67693,1665494450
5737446,0xa7b301f741bed2bb89492c58074c785623e11265,67697,1665494455
5737448,0x4f25ca0d0564a68932b681ab885cf375d8d93c46,67594,1665494465
5737449,0x616c27af6c2c19af916f0c75006229bd16230d69,67594,1665494465
5737450,0x0d59d0f7dcc0fbf0a3305ce0261863aaf7ab685c,72563,1665494465
5737451,0x6afbbc5e6afcb251371711a6551e60ead2779dc0,70679,1665494465
5737452,0x225f137127d9067788314bc7fcc1f36746a3c3b5,67674,1665494470
5737454,0x616c27af6c2c19af916f0c75006229bd16230d69,67437,1665494490
5737455,0x7ed27ab6ce44b19e2c1ee1317b836d4dec1fd7ae,73650,1665494490
5737457,0x22c7a94d44aeafac088454749d3f02a5c239a716,70679,1665494490
5737458,0x0d59d0f7dcc0fbf0a3305ce0261863aaf7ab685c,73051,1665494495
5737460,0xe912bc1f48e05629e94e5e7b7f87dc45e97f9d7e,73650,1665494500
5737461,0xa7b301f741bed2bb89492c58074c785623e11265,73650,1665494525
5737463,0x5a384227b65fa093dec03ec34e111db80a040615,67674,1665494525
5737465,0x3335cc8bda40fb5a5f8db1d0011dec98728d81e1,67156,1665494525
5737466,0x225f137127d9067788314bc7fcc1f36746a3c3b5,72781,1665494530
5737468,0x225f137127d9067788314bc7fcc1f36746a3c3b5,67777,1665494540
5737469,0x69ef61afc3aa356e1ac97347119d75cbdabef534,74131,1665494540
5737470,0x616c27af6c2c19af916f0c75006229bd16230d69,72781,1665494545
5737471,0x6d400235861c534855ac28cfbdf039187c63a6c1,67451,1665494545
5737472,0xcf39bc62608a1c483a9c51c136fee41a60f4b4fc,73650,1665494565
5737473,0x3335cc8bda40fb5a5f8db1d0011dec98728d81e1,67229,1665494570
